Day,Oil Rate SC,Gas Rate SC,Water Rate SC,Well Bottom-hole Pressure
1085.0,7649.465162,3183293.976,0.253968605,55637.55975
1086.0,7419.727946,3143205.855,0.323345218,54986.74976
1087.0,7673.977633,3195190.318,0.346206115,53775.62117
1088.0,7400.13384,3197022.931,0.350570143,54281.05631
1089.0,7401.644067,3133098.695,0.386663541,54498.34594
1090.0,7478.128949,3115293.658,0.39970443,54038.62357
1091.0,7450.173561,3117462.308,0.376881847,52837.49113
1092.0,7146.39268,3088831.755,0.396224417,54230.38234
1093.0,7638.645537,3105242.405,0.398392572,54646.71162
1094.0,7165.567133,3090733.757,0.409172982,54119.56309
1095.0,7528.934065,3279722.734,0.391857929,53537.88332
1096.0,7447.824215,3124925.943,0.437946692,53939.96392
1097.0,7602.983215,3263896.777,0.401830809,53079.90515
1098.0,7255.354197,3253153.748,0.384845541,53592.88123
1099.0,7348.526578,3068444.583,0.403029953,54457.69534
1100.0,7649.850925,3190436.192,0.404698972,54299.67089
1101.0,0.0,0.0,0.0,61387.53988
1101.5,7344.186444,3350647.311,0.309327833,55533.86485
1102.0,7671.844563,3193518.478,0.403945825,53112.30718
1103.0,7583.430704,3202601.966,0.388449286,54529.27098
1104.0,7259.612512,3306304.679,0.393626829,54136.98449
1105.0,7138.83585,3124461.805,0.437674078,54257.91418
1106.0,7430.449409,3131072.679,0.461795751,53743.37656
1107.0,7572.535455,3298125.444,0.426242943,53312.70484
1108.0,7115.809612,3100537.771,0.447089651,53883.89843
1109.0,7539.0175,3122550.35,0.477510208,53308.42306
1110.0,7599.537922,3066213.741,0.440929475,53595.96978
1111.0,7599.854775,3178397.017,0.45811044,52688.08878
1112.0,7567.97913,3206465.699,0.463330351,53122.01755
1113.0,7691.024362,3131660.156,0.425842066,53023.21679
1114.0,7101.549252,3281742.354,0.486130153,53841.05749
1115.0,7188.870196,3315897.851,0.425441504,54121.70379
1116.0,7127.165397,3200620.645,0.444213928,53830.31702
1117.0,7536.953418,3056974.271,0.451392894,53416.79001
1118.0,7090.674938,3254857.259,0.453999942,52162.59904
1119.0,7478.894187,3087582.0,0.49290448,52688.90709
1120.0,7097.587789,3258915.884,0.496178347,53386.57476
1121.0,7533.90019,3118204.76,0.468506971,54190.22865
1122.0,7367.431091,3092513.311,0.493972657,52913.62945
1123.0,7672.74532,3147023.4,0.447386641,53042.12953
1124.0,7658.145603,3079162.746,0.438714176,52095.48333
1125.0,7374.018653,3299793.803,0.493218772,52065.30771
1126.0,7237.482148,3109700.257,0.458946614,52104.36107
1127.0,5508.246275,2491230.129,0.30052955,54286.55977
1128.0,5668.426124,2458902.743,0.315229148,55151.29738
1129.0,6023.011904,2471427.386,0.303417549,53352.36916
1130.0,5817.856027,2479194.127,0.294238046,53896.3016
1131.0,5671.915841,2630634.8,0.302325747,54004.35389
1132.0,5877.41903,2476935.708,0.320200794,54954.15096
