Day,Oil Rate SC,Gas Rate SC,Water Rate SC,Well Bottom-hole Pressure
968.0,1093.899738,453178.0161,0.002864963,60641.5384
969.0,1069.96947,441733.447,0.004264194,61487.69819
970.0,990.4980519,447807.3893,0.004602149,59910.15749
971.0,1018.574642,459765.0926,0.005180322,60321.41706
972.0,992.6472306,463645.3524,0.004829474,61977.26267
973.0,981.3653253,444325.7799,0.00529121,59712.29098
974.0,1102.591281,425051.157,0.00544586,61397.59989
975.0,1093.994566,445914.2856,0.005171483,60118.54077
976.0,1078.917204,462780.5269,0.005570095,59922.47475
977.0,1049.597588,435602.2963,0.005526271,61130.08258
978.0,1097.595548,431914.2274,0.005340382,60527.51477
979.0,1009.342268,442038.1121,0.005505394,61799.05829
980.0,7586.353969,3352169.374,0.301033331,55711.76156
981.0,7616.356056,3229895.6,0.340061245,54569.74169
982.0,7648.787168,3110568.223,0.359955649,53948.21174
983.0,7613.475243,3080677.559,0.372892066,54769.33796
984.0,7434.992137,3145517.117,0.36870337,53559.07555
985.0,7401.883948,3266366.746,0.413185936,52867.20162
986.0,7031.616368,3113548.251,0.390687225,52648.84892
987.0,7495.988707,3015333.782,0.406913996,53962.71663
988.0,7059.913906,3233248.702,0.382276587,53031.31183
989.0,7455.067868,3230423.734,0.410710189,53398.60331
990.0,7033.385661,3254117.262,0.395093036,54588.61614
991.0,7488.8524,3070201.181,0.402261036,54706.46971
992.0,7487.689292,3035038.756,0.408410144,54197.61612
993.0,6997.717839,3204982.243,0.456429447,53932.42736
994.0,7379.952719,3131774.487,0.401563359,53322.48457
995.0,7472.009156,3192458.869,0.440979687,53991.0605
996.0,7014.139087,3074097.114,0.416457257,53234.17662
997.0,7201.260219,3134600.21,0.457701064,52479.79912
998.0,6959.24226,3095318.068,0.396780263,53636.79225
999.0,7432.748594,3192347.46,0.448230518,54040.94522
1000.0,7059.0864,3040920.026,0.451261359,53868.69327
1001.0,3798.781702,1647526.91,0.128237246,53973.54738
1002.0,3986.401047,1661213.664,0.124219591,57505.87406
1003.0,4033.033286,1769297.458,0.131213881,56454.79033
1004.0,4030.954053,1878628.436,0.112805893,55961.54118
1005.0,4237.797562,1872966.179,0.117533493,57549.97757
1006.0,4364.551211,1744021.704,0.1124561,55963.29006
1007.0,4054.461001,1807301.166,0.124321402,55289.6126
1008.0,4404.651878,1897090.596,0.126522438,57187.71681
1009.0,0.0,0.0,0.0,62418.30019
1010.0,0.0,0.0,0.0,63002.5937
1011.0,0.0,0.0,0.0,62785.27925
1012.0,0.0,0.0,0.0,62961.50387
1013.0,0.0,0.0,0.0,62782.99965
1014.0,0.0,0.0,0.0,61139.68717
1015.0,4282.309248,1976110.919,0.065694029,57751.65816
1016.0,4629.213274,1922910.77,0.092043803,57854.17239
1017.0,4364.170015,1862994.536,0.091197597,57427.07898
1018.0,4275.659137,1939095.416,0.099402982,56422.94692
1019.0,4167.770287,1836214.704,0.101458092,57372.69489
1020.0,4199.660849,1883804.201,0.107345427,56858.56414
1021.0,4607.061934,1905372.517,0.110784434,57434.90278
1022.0,7272.207673,3116085.092,0.351921926,54261.80605
1023.0,7002.784085,3107909.146,0.353967039,52581.24307
1024.0,7445.357698,3153071.16,0.387273241,53495.6459
1025.0,7366.973039,3002277.099,0.378165723,52706.6856
1026.0,7235.93184,3207419.159,0.392342177,53449.05467
1027.0,7443.121285,3124230.362,0.450649856,53040.14658
1028.0,7043.168686,3182687.119,0.392203977,52219.36994
1029.0,6972.385918,3058214.846,0.463585093,53046.33275
1030.0,7246.536259,2962844.291,0.464047031,52337.35675
1031.0,7170.82435,2964616.69,0.440864181,52504.30815
1032.0,7054.031073,3162367.693,0.419523921,51876.23846
1033.0,6936.380761,3133552.586,0.468326818,54150.8634
1034.0,7200.649584,3166975.081,0.45037169,52856.97428
1035.0,6981.474458,2960004.32,0.455357746,54026.87452
1036.0,6872.97898,3184410.579,0.468319078,53765.17176
1037.0,7302.326672,3042406.724,0.479150358,52086.81836
1038.0,6980.211295,3111754.848,0.440475258,52504.03609
1039.0,7303.607158,3143997.982,0.467770523,52298.18492
1040.0,6997.211591,3056303.415,0.436244752,51675.39597
1040.6,6842.210813,2958842.434,0.412069521,51825.89017
1041.0,7306.501431,3065857.56,0.475105015,53623.34448
1042.0,7368.442554,3045044.475,0.41930718,53193.8443
1043.0,5754.240959,2504272.523,0.292031098,52549.35114
1044.0,6027.459316,2441132.161,0.284005823,54784.63793
1045.0,5811.491862,2654913.718,0.271283414,54634.16648
1046.0,5680.514102,2670444.161,0.273000313,55078.15475
1047.0,6005.043055,2473854.931,0.273757116,55072.56461
1048.0,6102.046589,2477284.883,0.285778739,53688.2373
1049.0,5748.95175,2638060.024,0.309591167,53096.10416
1050.0,5815.776367,2548289.488,0.276757756,55264.24043
1051.0,5894.389224,2676424.062,0.280167935,53273.6874
1052.0,5749.335075,2462821.854,0.305967784,54061.40071
1053.0,6201.60315,2693785.166,0.308684706,55268.89098
1054.0,5791.946174,2487643.99,0.302087518,53048.88141
1055.0,5883.715322,2675927.22,0.305682697,54394.59131
1056.0,6264.245543,2568078.372,0.291244429,53183.86917
1057.0,6266.881986,2544092.636,0.319949095,54028.35743
1058.0,6168.460355,2573703.219,0.312914795,53425.6284
1059.0,5909.171517,2629170.191,0.281168231,54781.09112
1060.0,6178.678786,2705801.878,0.31734333,54093.31169
1061.0,5862.352649,2677262.071,0.280255418,53083.88705
1062.0,6077.101047,2577132.647,0.307508042,54810.25094
1063.0,5962.397145,2668180.994,0.283677293,53932.58868
1064.0,6234.812974,2570548.521,0.292378175,53113.11514
1065.0,7261.502111,3124995.086,0.431565767,52453.36106
1066.0,7130.689698,3076901.623,0.402538456,51693.00778
1067.0,7107.405726,3035266.166,0.424192009,52360.0664
1068.0,7242.96052,3109087.409,0.452071601,53125.30602
1069.0,7367.218554,3137947.339,0.42962492,52056.9831
1070.0,7284.370367,2987782.2,0.413866399,53749.55058
1071.0,6986.83278,3108535.954,0.429503027,53628.52455
1072.0,7401.316278,2997825.333,0.446705859,52423.69706
1073.0,6871.656921,3031556.238,0.426217579,52759.47647
1074.0,6824.476718,3032780.258,0.464560372,51647.85938
1075.0,6931.182139,3107327.444,0.436315577,53709.32869
1076.0,7340.013563,3108509.824,0.432451746,51666.31405
1077.0,7008.644266,2929470.317,0.484875458,52239.28856
1078.0,7017.258151,3086560.404,0.451473331,52010.93825
1078.8,6818.245211,2939633.031,0.449187802,52768.42662
1079.0,7325.841617,3125126.043,0.461917458,51926.71161
1080.0,6902.13279,3072995.894,0.443499608,53269.68314
1081.0,6808.292824,3118012.239,0.457161793,51654.55361
1082.0,6806.129474,3075081.532,0.47556289,53488.95546
1083.0,7242.067748,2968428.705,0.427965097,52303.47834
1084.0,7314.282861,2929710.813,0.484159246,52824.66559
1085.0,6681.335204,2831459.139,0.411438074,53685.77815
1086.0,6912.501856,2951465.971,0.395916328,53545.1152
1087.0,6905.147714,2787518.968,0.413123723,53609.65831
1088.0,6754.091147,2792861.582,0.422765616,52710.29172
1089.0,6782.343191,2891509.319,0.412449737,54045.4955
1090.0,7014.721336,2862129.067,0.427716946,53097.25937
1091.0,6690.015015,2973523.364,0.390422846,52873.11922
1092.0,6855.83842,2967567.543,0.418777127,52403.85386
1093.0,6891.802033,2949547.774,0.41068431,52031.37852
1094.0,6879.815843,2899564.365,0.380616869,52525.00194
1095.0,7028.694446,3035302.106,0.402468116,51680.76114
1096.0,6940.793028,2932260.118,0.43262389,54020.88121
1097.0,6505.322218,2864277.491,0.424205908,52686.70183
1098.0,7063.840367,2878355.493,0.440003742,51707.82757
1099.0,6704.45058,3034907.433,0.403103918,53437.08144
1100.0,6640.487343,2835101.348,0.441356292,51901.22913
1101.0,6892.986678,2972831.585,0.474899061,53148.57786
1101.5,6481.136738,2876112.148,0.406025165,52844.67691
1102.0,6561.341707,2979315.76,0.392557343,52881.60232
1103.0,7059.647276,2944849.762,0.443115291,53775.60845
1104.0,6771.971993,2822877.822,0.413758853,53820.02638
1105.0,6769.690893,2811510.339,0.395585753,52408.85472
1106.0,7087.945808,3053863.734,0.393964633,52730.41042
1107.0,6718.517714,2942549.653,0.446254326,53096.10656
1108.0,6958.692264,2874291.168,0.417922818,52825.76104
1109.0,6817.384916,3045387.322,0.419843185,51875.99291
1110.0,6721.975028,2978878.11,0.450760484,53541.34971
1111.0,6589.186143,3062663.407,0.440257531,52548.0591
1112.0,6921.914166,3026495.9,0.41589333,52547.96419
1113.0,7000.077929,2837346.059,0.446350819,52112.36841
1114.0,6711.54581,2937811.811,0.459374067,51684.13016
1115.0,6979.74236,2917577.189,0.404810398,53269.66606
1116.0,7065.238188,2841113.049,0.41165132,53203.99752
1117.0,6671.092935,2826737.852,0.464079522,52553.81781
1118.0,7100.516628,2951326.538,0.420617062,52217.00555
1119.0,6726.720534,2965298.131,0.41087236,53161.23558
1120.0,6656.479513,2898915.029,0.423218759,52347.79617
1121.0,6804.976027,3016359.852,0.457180219,53690.95818
1122.0,6583.666948,3050668.184,0.443288111,53400.42009
1123.0,6916.60005,2842284.725,0.445118047,52162.09269
1124.0,6969.899585,2883956.104,0.462510342,52641.10981
1125.0,6876.249888,3027848.87,0.431446945,53648.71535
1126.0,6639.379791,3076628.11,0.407242825,53591.66084
1127.0,5200.729052,2288837.965,0.27477682,52286.2643
1128.0,5330.215952,2226234.685,0.270213855,55174.88188
1129.0,5372.619448,2212564.143,0.257259443,54891.37696
1130.0,5418.345785,2445725.232,0.268478043,53471.38216
1131.0,5312.073368,2397754.118,0.240886474,52979.43816
1132.0,5158.667366,2215431.111,0.258352891,52949.21294
1133.0,5438.983475,2443315.876,0.247221663,53381.20949
1134.0,5446.706088,2296291.717,0.266448985,53538.8702
