Day,Oil Rate SC,Gas Rate SC,Water Rate SC,Well Bottom-hole Pressure
1148.0,4149.264714,1786079.668,0.42777166,53829.24912
1149.0,3946.429319,1618108.884,0.525256736,52264.17967
1150.0,3817.957547,1676090.576,0.552957513,51285.30161
1151.0,3685.304427,1690264.798,0.601000254,50652.43705
1152.0,3726.929566,1723172.757,0.580142328,49846.62929
1153.0,3931.460489,1667107.59,0.54963824,51652.97801
1154.0,4608.804983,1947560.888,0.893632579,48120.96254
1155.0,4775.866804,1998470.431,0.983073246,47985.21053
1156.0,4452.965621,1905468.907,0.970628318,48155.24071
1157.0,3628.278288,1597887.125,0.628465026,50464.6784
1158.0,3794.833465,1634457.153,0.584805941,49987.52466
1159.0,3935.078035,1616956.748,0.592420704,49178.06661
1160.0,3751.491507,1585486.76,0.607218024,50252.9968
1161.0,3735.251076,1666604.306,0.580609155,50810.06927
1162.0,3722.961599,1686007.563,0.584126486,48830.43312
1163.0,3868.609475,1585918.239,0.573858158,48636.34794
1164.0,3805.192807,1671381.006,0.543731761,49433.26844
1165.0,3588.875111,1584872.687,0.54102848,49434.58864
1166.0,3767.166634,1598463.456,0.565836891,49158.80663
1167.0,4695.860409,2050608.943,0.923196633,47129.58719
1167.4,3888.792945,1592561.103,0.60943143,48270.44332
1168.0,3572.3573,1604960.177,0.597995448,48639.26664
1169.0,3881.3074,1640021.588,0.59307644,49638.32445
1170.0,3583.01046,1641363.841,0.558144954,50571.39848
1171.0,3628.989158,1651842.983,0.612527612,49433.81455
1172.0,3950.073482,1691097.198,0.569398529,49267.52303
1173.0,3705.555369,1586870.806,0.558652685,48980.77682
1174.0,4288.913747,1887687.885,0.889417297,48987.33861
1175.0,4379.656867,1957261.761,0.895039795,48321.0572
1176.0,4639.415114,1853529.97,0.977976499,46649.49191
1177.0,3754.172227,1599656.43,0.598255548,48522.2703
1178.0,3887.885343,1557032.302,0.532009537,48842.2929
1179.0,3795.13447,1640461.396,0.585399301,49708.58244
1180.0,3742.429716,1548392.619,0.552354245,50311.31674
1181.0,3591.821121,1649543.712,0.606397102,49310.99985
1182.0,3818.48675,1654996.103,0.588133745,49924.8733
1183.0,3651.450948,1656124.21,0.523210518,49248.80102
1184.0,3775.93214,1585678.516,0.609399838,49750.48541
1185.0,3604.032888,1627790.111,0.555238367,49966.17996
1186.0,3766.7659,1691614.181,0.591424877,48415.99895
1187.0,3776.033839,1628514.603,0.530136343,48227.63918
1187.8,3739.430155,1609233.856,0.611708586,50318.89411
1188.0,3917.116045,1676724.371,0.605187621,50012.58223
1189.0,3636.383253,1689804.581,0.530723742,49939.91804
1190.0,3719.939512,1533139.391,0.589331963,48724.93456
1191.0,0.0,0.0,0.0,55930.2917
1191.6,0.0,0.0,0.0,58993.27809
