physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
exponential,200,16,0.005,0.99,8,150,UNISIM_IV_P16_Seq2Trend_trial_150,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,151,UNISIM_IV_P16_Seq2Trend_trial_151,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,152,UNISIM_IV_P16_Seq2Trend_trial_152,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,153,UNISIM_IV_P16_Seq2Trend_trial_153,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,154,UNISIM_IV_P16_Seq2Trend_trial_154,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,155,UNISIM_IV_P16_Seq2Trend_trial_155,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,156,UNISIM_IV_P16_Seq2Trend_trial_156,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,157,UNISIM_IV_P16_Seq2Trend_trial_157,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,158,UNISIM_IV_P16_Seq2Trend_trial_158,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,159,UNISIM_IV_P16_Seq2Trend_trial_159,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,160,UNISIM_IV_P16_Seq2Trend_trial_160,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,161,UNISIM_IV_P16_Seq2Trend_trial_161,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,162,UNISIM_IV_P16_Seq2Trend_trial_162,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.99,8,163,UNISIM_IV_P16_Seq2Trend_trial_163,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
