physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
exponential,20,8,0.005,0.5,3,150,UNISIM_IV_P11_Seq2Trend_trial_150,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,151,UNISIM_IV_P11_Seq2Trend_trial_151,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,152,UNISIM_IV_P11_Seq2Trend_trial_152,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,153,UNISIM_IV_P11_Seq2Trend_trial_153,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,154,UNISIM_IV_P11_Seq2Trend_trial_154,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,155,UNISIM_IV_P11_Seq2Trend_trial_155,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,156,UNISIM_IV_P11_Seq2Trend_trial_156,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,157,UNISIM_IV_P11_Seq2Trend_trial_157,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,158,UNISIM_IV_P11_Seq2Trend_trial_158,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,159,UNISIM_IV_P11_Seq2Trend_trial_159,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,160,UNISIM_IV_P11_Seq2Trend_trial_160,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,161,UNISIM_IV_P11_Seq2Trend_trial_161,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,162,UNISIM_IV_P11_Seq2Trend_trial_162,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,163,UNISIM_IV_P11_Seq2Trend_trial_163,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,164,UNISIM_IV_P11_Seq2Trend_trial_164,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,165,UNISIM_IV_P11_Seq2Trend_trial_165,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,166,UNISIM_IV_P11_Seq2Trend_trial_166,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,167,UNISIM_IV_P11_Seq2Trend_trial_167,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,168,UNISIM_IV_P11_Seq2Trend_trial_168,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,169,UNISIM_IV_P11_Seq2Trend_trial_169,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,170,UNISIM_IV_P11_Seq2Trend_trial_170,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,171,UNISIM_IV_P11_Seq2Trend_trial_171,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,172,UNISIM_IV_P11_Seq2Trend_trial_172,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,173,UNISIM_IV_P11_Seq2Trend_trial_173,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,174,UNISIM_IV_P11_Seq2Trend_trial_174,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,175,UNISIM_IV_P11_Seq2Trend_trial_175,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,176,UNISIM_IV_P11_Seq2Trend_trial_176,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,177,UNISIM_IV_P11_Seq2Trend_trial_177,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.5,3,178,UNISIM_IV_P11_Seq2Trend_trial_178,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
