physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
combined_exp_arps,100,16,0.005,0.99,3,0,UNISIM_IV_P14_Seq2Trend_trial_0,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,16,0.05,0.25,8,1,UNISIM_IV_P14_Seq2Trend_trial_1,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,8,0.01,0.01,6,2,UNISIM_IV_P14_Seq2Trend_trial_2,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.005,0.01,2,3,UNISIM_IV_P14_Seq2Trend_trial_3,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,8,0.01,0.25,7,4,UNISIM_IV_P14_Seq2Trend_trial_4,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.01,0.5,2,5,UNISIM_IV_P14_Seq2Trend_trial_5,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,8,0.005,0.01,2,6,UNISIM_IV_P14_Seq2Trend_trial_6,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,8,0.005,0.5,6,7,UNISIM_IV_P14_Seq2Trend_trial_7,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,8,0.005,0.99,5,8,UNISIM_IV_P14_Seq2Trend_trial_8,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,8,0.001,0.25,8,9,UNISIM_IV_P14_Seq2Trend_trial_9,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
