physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
pressure_ensemble,100,16,0.05,0.25,6,0,UNISIM_IV_P15_Seq2Trend_trial_0,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,8,0.001,0.99,5,1,UNISIM_IV_P15_Seq2Trend_trial_1,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,16,0.05,0.5,4,2,UNISIM_IV_P15_Seq2Trend_trial_2,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,8,0.001,0.99,2,3,UNISIM_IV_P15_Seq2Trend_trial_3,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.01,0.99,2,4,UNISIM_IV_P15_Seq2Trend_trial_4,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.001,0.5,3,5,UNISIM_IV_P15_Seq2Trend_trial_5,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,200,8,0.05,0.01,4,6,UNISIM_IV_P15_Seq2Trend_trial_6,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.01,0.25,8,7,UNISIM_IV_P15_Seq2Trend_trial_7,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,8,0.001,0.99,8,8,UNISIM_IV_P15_Seq2Trend_trial_8,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.005,0.5,4,9,UNISIM_IV_P15_Seq2Trend_trial_9,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.01,0.01,2,10,UNISIM_IV_P15_Seq2Trend_trial_10,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,8,0.001,0.01,2,11,UNISIM_IV_P15_Seq2Trend_trial_11,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.05,0.01,7,12,UNISIM_IV_P15_Seq2Trend_trial_12,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.01,0.25,2,13,UNISIM_IV_P15_Seq2Trend_trial_13,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,8,0.05,0.99,5,14,UNISIM_IV_P15_Seq2Trend_trial_14,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,8,0.005,0.99,8,15,UNISIM_IV_P15_Seq2Trend_trial_15,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,8,0.05,0.5,6,16,UNISIM_IV_P15_Seq2Trend_trial_16,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,8,0.001,0.99,8,17,UNISIM_IV_P15_Seq2Trend_trial_17,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,8,0.05,0.01,2,18,UNISIM_IV_P15_Seq2Trend_trial_18,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,8,0.001,0.01,5,19,UNISIM_IV_P15_Seq2Trend_trial_19,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
