physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
combined_exp_arps,20,8,0.001,0.01,5,100,UNISIM_IV_P12_Seq2Trend_trial_100,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,101,UNISIM_IV_P12_Seq2Trend_trial_101,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,102,UNISIM_IV_P12_Seq2Trend_trial_102,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,103,UNISIM_IV_P12_Seq2Trend_trial_103,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,104,UNISIM_IV_P12_Seq2Trend_trial_104,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,105,UNISIM_IV_P12_Seq2Trend_trial_105,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,106,UNISIM_IV_P12_Seq2Trend_trial_106,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,107,UNISIM_IV_P12_Seq2Trend_trial_107,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,108,UNISIM_IV_P12_Seq2Trend_trial_108,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.01,5,109,UNISIM_IV_P12_Seq2Trend_trial_109,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
